ID,Pm,Po,Ps,hm,hs,Lmotive,DmotiveIn,DmotiveOut,Dthroat,alphaMotiveDiff,alphaMotiveConv,ThicknessNozzle,Lmch,alphaSuction,Dmix,Lmix,alphadiff, DdiffOut,Loutlet,ConvergenceIndicator,CrashIndicator,Experiment_model_type,mfr_m,mfr_s,mfr_o,mfr_err,uni_alpha,uni_vel,ds1
87,8967916.666666666,3971250.0,3328750.0,328225.0,397533.3333333333,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.062978163,0.049519333,-0.1125261,-2.8604000000001517e-05,0.99999987,0.93351552,0.0022154089541777003
88,11795416.666666668,4480583.333333333,3625750.0,303325.0,420866.6666666667,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.10972115,0.087688387,-0.19568493,0.0017246070000000169,0.9999986,0.9507469,0.003236693016267888
89,10549583.333333334,4423916.666666667,4021750.0,254575.0,450066.6666666667,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,1,HEM,1,1,1,100,1,1,1
90,8285416.666666667,4676583.333333334,3688750.0,262975.0,453000.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.088434922,-0.07304254,-0.015392989,-6.070000000031606e-07,0.99994778,0.9494407,0.0028154495495322195
91,8480416.666666666,4238750.0,3792250.0,320275.0,441133.3333333333,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.059957552,0.074674711,-0.13463966,-7.396999999992326e-06,0.99999947,0.95243368,0.0017520728874857324
92,13734583.333333334,3816083.3333333335,3045250.0,255475.0,428333.3333333333,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,1,HEM,1,1,1,100,1,1,1
93,7678750.0,4386083.333333333,4224250.0,251275.0,397133.3333333333,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.087301785,0.10085816,-0.17987257,0.008287374999999986,0.9999913,0.98394455,0.006343121553063283
94,11188750.0,4168416.666666667,2919250.0,326125.0,454600.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.090381302,0.00068738755,-0.091023708,4.498155000000337e-05,0.99999743,0.9576639,0.010421404093852213
95,13366250.0,4360083.333333333,4107250.0,330475.0,382866.6666666667,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.11036804,0.12477537,-0.22410137,0.011042040000000003,0.99999398,0.96304029,0.0001114924254874028
96,13962083.333333334,3695583.3333333335,3589750.0,336475.0,447933.3333333334,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.11263914,0.088059031,-0.15618067,0.04451750099999999,0.9998993,0.89876553,0.0017766012579721023
97,10722916.666666668,4617583.333333334,3643750.0,337975.0,428733.3333333333,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.080197196,0.023759517,-0.10401356,-5.684699999999876e-05,0.99999773,0.94446732,0.004317083249800644
98,11502916.666666666,4469083.333333333,3747250.0,297025.0,408866.6666666667,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.11029155,0.10395005,-0.21062336,0.003618239999999995,0.99999876,0.95922763,0.003087328624626444
99,8220416.666666667,4473750.0,3243250.0,269125.0,427000.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.082348859,-0.1094456,0.02709582,-9.210000000078877e-07,0.99999998,0.99891222,0.38093279809129527
100,13127916.666666668,5227583.333333333,4561750.0,280525.0,455400.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,1,HEM,1,1,1,100,1,1,1
101,10224583.333333334,6360583.333333334,5092750.0,309175.0,394733.3333333333,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.087058706,-0.1066131,0.019554029,-3.6500000000216914e-07,0.99999998,0.99871706,0.20298815186038544
102,10484583.333333334,6031583.333333333,5344750.0,298675.0,459000.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.096607587,0.064727033,-0.16138567,-5.105000000002469e-05,0.99999908,0.93250776,0.0011536162291678454
103,8902916.666666666,4412583.333333333,3697750.0,321175.0,406733.3333333333,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.06427799,0.017081272,-0.081376095,-1.683300000000776e-05,0.99999594,0.94252405,0.003439378043818551
104,11578750.0,5047916.666666667,3616750.0,313375.0,388066.6666666667,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.10135639,-0.031532613,-0.069826671,-2.894000000003283e-06,0.99999994,0.95075272,0.006071173803717579
105,12358750.0,4483916.666666667,3031750.0,330625.0,405000.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.10051969,-0.0025123725,-0.098003462,3.855499999996792e-06,0.9999999,0.95802817,0.0095779668823928
106,12586250.0,5181083.333333333,4935250.0,259675.0,440200.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.14749163,0.037810454,-0.09438921,0.090912874,0.99983626,0.96941714,0.03772473189878751
107,12640416.666666668,4937583.333333334,3760750.0,271825.0,437000.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,1,HEM,1,1,1,100,1,1,1
108,10289583.333333334,5673750.0,4989250.0,293575.0,382333.3333333333,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.097249356,0.079356541,-0.17665922,-5.3322999999994014e-05,0.9999998,0.93247879,0.002731556216239924
109,9628750.0,4763250.0,4435750.0,293725.0,448866.6666666667,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.087773064,0.10416884,-0.19194691,-5.006000000001842e-06,0.99999983,0.97886393,0.0029564455323655542
110,11394583.333333334,4104916.6666666665,4003750.0,336625.0,440066.6666666667,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.087960121,0.11480728,-0.19601025,0.006757151000000017,0.99998544,0.96870771,0.0011520510411969455
111,8805416.666666668,4580250.0,4147750.0,313525.0,425666.6666666667,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.065642143,0.084472966,-0.15020215,-8.704100000000992e-05,0.99999498,0.94695134,0.0024051821412331797
112,12185416.666666668,4744083.333333334,3378250.0,287425.0,424200.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.1244158,0.011527541,-0.13623789,-0.00029454900000000506,0.99999562,0.95718073,0.0030235551690481408
113,11297083.333333334,5382916.666666667,4966750.0,259075.0,411133.3333333333,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.13337366,-0.15918395,0.12932683,0.10351654000000002,0.99999919,0.99914995,0.09429512017767852
114,8025416.666666667,5717250.0,4885750.0,299725.0,400866.6666666667,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.061107852,-0.11085719,0.049749293,-4.499999999713067e-08,0.99999997,0.9990335,0.17833815493298083
115,9162916.666666666,4438750.0,3684250.0,261475.0,412733.3333333333,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,1,HEM,1,1,1,100,1,1,1
116,11925416.666666668,5992416.666666667,5079250.0,264475.0,402866.6666666667,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,1,HEM,1,1,1,100,1,1,1
117,7700416.666666667,6163083.333333334,4881250.0,268075.0,384200.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.07347292,-0.21399235,0.14054369,2.4259999999998172e-05,0.99999925,0.99914083,0.14270903965764817
118,8068750.0,5319250.0,4291750.0,250525.0,398333.3333333333,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.095029235,-0.11390275,0.044178686,0.025305171000000008,0.99999997,0.99902185,0.3322679495674932
119,13247083.333333334,4722083.333333333,4350250.0,306025.0,408733.3333333333,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.12359009,0.1247316,-0.248322,-3.1000000000336314e-07,0.9999993,0.97953525,0.0023768310725633818
120,12391250.0,5403916.666666667,5155750.0,317275.0,442866.6666666667,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.10795797,0.14420633,-0.25217989,-1.5590000000009763e-05,0.9999996,0.9825298,0.00208950233586529
121,11481250.0,5979750.0,4791250.0,292825.0,402600.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.11273406,0.00068417506,-0.11343355,-1.531493999999689e-05,0.99999028,0.94660435,5.5873174722207475e-06
122,13333750.0,4740583.333333333,3535750.0,298825.0,403400.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.12911553,0.067345722,-0.19663659,-0.0001753379999999971,0.99999949,0.95560978,0.0018975538111582926
123,11513750.0,6084583.333333334,4858750.0,330325.0,393000.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.091979531,-0.026700443,-0.065280552,-1.4640000000065712e-06,0.99999967,0.94626006,0.0033156102110558534
124,10452083.333333334,3614250.0,3076750.0,309325.0,429666.6666666667,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.089981756,0.081318068,-0.17515584,-0.0038560160000000177,0.99999982,0.94859365,0.0032441166727109993
125,13192916.666666668,5010083.333333334,4008250.0,267475.0,400466.6666666667,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,1,HEM,1,1,1,100,1,1,1
126,11914583.333333334,4468416.666666667,3639250.0,307375.0,451933.3333333333,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.10859375,0.088975151,-0.19646188,0.0011070210000000136,0.99999878,0.95375673,0.003878548134896686
127,9076250.0,4578083.333333333,4269250.0,273175.0,397266.6666666667,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.093619817,0.11143588,-0.2043431,0.0007125969999999815,0.99998892,0.97730734,0.0031003694021470964
128,13788750.0,5186750.0,5034250.0,274075.0,458466.6666666667,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.15044588,0.13688797,-0.18575044,0.10158341000000001,0.99986703,0.96947025,0.049645613691542086
129,13810416.666666668,5960750.0,4548250.0,332875.0,442066.6666666667,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.11320138,0.02331366,-0.13658682,-7.177999999999352e-05,0.9999956,0.94575915,0.004978518904771667
130,8621250.0,5686916.666666667,5200750.0,290875.0,425000.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.07375288,0.029369637,-0.10314457,-2.2052999999994105e-05,0.99998165,0.93908832,0.004074657713187102
131,9693750.0,4474916.666666667,3085750.0,295525.0,413266.6666666667,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.087604947,-0.084861137,-0.0055058807,-0.002762070700000001,0.99988102,0.9618186,0.2679758198055504
132,10029583.333333334,5683916.666666667,5407750.0,315325.0,395533.3333333333,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.081345428,0.14537573,-0.22671053,1.0628000000012516e-05,0.99999998,0.97677715,0.0009571274395207622
133,9921250.0,4144250.0,3256750.0,271075.0,381800.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.10758383,0.018189884,-0.10707427,0.01869944400000001,0.99996838,0.93432875,0.006114443798863296
134,10863750.0,6261750.0,4863250.0,303625.0,389800.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.098534278,-0.10087978,0.0023446652,-8.367999999991244e-07,0.99999998,0.99917993,0.23725454400856016
135,13712916.666666668,6149750.0,4800250.0,261775.0,426200.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,1,HEM,1,1,1,100,1,1,1
136,9856250.0,5837750.0,5286250.0,287275.0,426600.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.095334911,0.082771231,-0.17845802,-0.0003518779999999999,0.99999436,0.93431027,0.006302403375102828
137,11849583.333333332,4209750.0,3693250.0,304075.0,453800.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.10987452,0.094311506,-0.20668052,-0.002494493999999986,0.99999744,0.95182655,0.002922484274984684
138,10831250.0,5188750.0,4539250.0,314875.0,434600.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.091770409,0.099298037,-0.19127852,-0.00021007400000000453,0.99998955,0.94751785,0.003882076811477147
139,12532083.333333332,3593250.0,3391750.0,303175.0,383933.3333333333,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.11791689,0.089152874,-0.20927575,-0.002205986000000021,0.99999477,0.96738261,0.0012688829868061325
140,12445416.666666668,5493583.333333333,4120750.0,326425.0,433800.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.10353463,-0.002069079,-0.10146464,9.110000000062124e-07,0.99999987,0.94850602,0.0040234595488466245
141,12055416.666666668,3719083.3333333335,2955250.0,323425.0,421933.3333333333,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.10109593,0.070797033,-0.17722062,-0.005327656999999986,0.9999979,0.96837336,0.0007320667501363607
142,13322916.666666668,5941750.0,5313250.0,288475.0,450866.6666666667,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,1,HEM,1,1,1,100,1,1,1
143,11968750.0,4690583.333333333,3814750.0,315175.0,437933.3333333333,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.10465102,0.079938168,-0.18518062,-0.0005914319999999751,0.99999741,0.95002526,0.004609895943722052
144,10062083.333333334,4414916.666666667,3886750.0,299275.0,443933.3333333333,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.090518995,0.096827017,-0.18760912,-0.00026310799999998413,0.99999173,0.95845874,0.004330695344746159
145,11947083.333333334,6055416.666666667,5016250.0,269275.0,429933.3333333334,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,1,HEM,1,1,1,100,1,1,1
146,13062916.666666668,4844250.0,4453750.0,290575.0,396733.3333333333,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.1317994,0.13856985,-0.252626,0.017743249999999988,0.99999941,0.97875405,0.00048022092159156565
147,13030416.666666668,4051916.6666666665,3481750.0,250225.0,450733.3333333334,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,1,HEM,1,1,1,100,1,1,1
148,13517916.666666668,4620750.0,3306250.0,336025.0,388733.3333333333,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.1088588,0.04461747,-0.15319415,0.0002821199999999968,0.99999824,0.9594399,0.000989540827821656
149,10235416.666666668,6075416.666666667,5232250.0,256075.0,415533.3333333333,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.1222948,-0.30521298,0.27115289,0.08823470999999994,0.99999444,0.99911106,0.08864074397751515
150,13117083.333333334,6335750.0,5070250.0,296425.0,407533.3333333333,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,1,HEM,1,1,1,100,1,1,1
151,7516250.0,5180416.666666667,4890250.0,317125.0,428200.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.052033955,0.050324926,-0.1023975,-3.861900000000362e-05,0.99999608,0.93727244,0.0027012168451521212
152,12607916.666666668,3941083.3333333335,3009250.0,333025.0,413800.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.10177971,0.073685836,-0.17425481,0.00121073599999999,0.99999879,0.96247642,0.0002264610367476308
153,11643750.0,6009750.0,5304250.0,261625.0,446866.6666666667,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.13574651,-0.31894175,0.29274465,0.10954940999999996,0.99998863,0.99913393,0.03549093007425281
154,13355416.666666668,5394250.0,5164750.0,309025.0,401133.3333333333,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.12277695,0.16070525,-0.28347882,3.379999999997274e-06,0.99999847,0.98114015,0.0015830076690845074
155,9184583.333333334,4865916.666666667,4624750.0,306625.0,441000.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.073783151,0.10884283,-0.18262764,-1.659000000014954e-06,0.99999996,0.98035057,0.0013832814592646533
156,10159583.333333334,5963583.333333333,5416750.0,296275.0,399266.6666666667,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.093741313,0.10310622,-0.1970379,-0.0001903669999999691,0.99998912,0.93876437,0.0029267786752439893
157,10614583.333333334,6471916.666666667,5299750.0,328375.0,386066.6666666667,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.082766956,-0.075891555,-0.0068754499,-4.889999999715955e-08,0.99931684,0.95036162,0.01737392994073669
158,9661250.0,5659416.666666667,5061250.0,335725.0,410733.3333333333,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.068758257,0.046776286,-0.11557238,-3.78369999999989e-05,0.99999749,0.94285942,0.00190843023807835
159,10820416.666666668,4600083.333333333,3927250.0,275725.0,418066.6666666667,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.11615772,0.086267391,-0.18404087,0.018384240999999996,0.9999837,0.9450673,0.005813399243482498
160,10192083.333333334,4203750.0,3540250.0,332425.0,396600.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.07616229,0.086215463,-0.16290866,-0.0005309069999999971,0.99999917,0.93701405,0.0024989287323289107
161,7505416.666666667,5931583.333333333,5020750.0,325825.0,410200.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.050394481,-0.14812839,0.097733925,1.5999999991578306e-08,0.99999998,0.99913406,0.09591380970117339
162,9412083.333333334,6015416.666666667,4899250.0,311725.0,389933.3333333333,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.07458736,-0.10494378,0.030356302,-1.1799999999340116e-07,0.99999998,0.99885905,0.1694845346453022
163,12987083.333333334,5922750.0,4755250.0,315475.0,437400.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.11513289,0.049427461,-0.16477172,-0.0002113690000000168,0.99998909,0.93928106,0.006116805526638515
164,10094583.333333334,5484250.0,4750750.0,320125.0,453533.3333333333,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.079986063,0.035905467,-0.11595632,-6.479000000000901e-05,0.99999157,0.94000205,0.005877180279077551
165,7559583.333333333,5162416.666666667,4305250.0,254875.0,450333.3333333333,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.081177145,-0.12447196,0.05596983,0.012675014999999998,0.99999998,0.99902605,0.34462924997386557
166,8751250.0,3710583.3333333335,3121750.0,332725.0,447400.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.059647771,0.053234101,-0.1131467,-0.0002648280000000086,0.99999813,0.93381024,0.005414718498736768
167,12228750.0,5479083.333333333,5331250.0,301825.0,420200.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.11547695,0.15621957,-0.2715895,0.00010702000000001322,0.99999713,0.98350245,0.0021661204577625467
168,11492083.333333334,6519416.666666667,5277250.0,274825.0,440333.3333333333,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,1,HEM,1,1,1,100,1,1,1
169,8426250.0,6368916.666666667,5308750.0,331225.0,387533.3333333333,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.056937903,-0.16009906,0.10316116,3.0000000122987203e-09,0.99999976,0.99912835,0.06936776051824901
170,13344583.333333332,4707583.333333333,4048750.0,322675.0,381000.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.1144914,0.12070688,-0.23450678,0.0006914999999999838,0.99999258,0.96102334,0.0012515797277722642
171,10755416.666666668,4364416.666666667,3990250.0,307225.0,433400.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.095021394,0.11007559,-0.20531591,-0.00021892600000000817,0.99999545,0.97610066,0.002787958137950341
172,12997916.666666668,4810416.666666667,4359250.0,322375.0,380466.6666666667,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.11126705,0.13798635,-0.24927085,-1.744999999997443e-05,0.99999892,0.9666088,0.0009267123961283838
173,8978750.0,6782250.0,5425750.0,291325.0,385400.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.079277181,-0.200357,0.12107983,1.0999999994210086e-08,0.99999985,0.99913886,0.12706894175634295
174,8361250.0,3906083.3333333335,3324250.0,266275.0,387133.3333333333,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.086970339,0.042460395,-0.11889416,0.010536573999999993,0.99997868,0.93220358,0.010400320507909287
175,8372083.333333333,6626750.0,5466250.0,270475.0,440600.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,0,0,HEM,0.083900789,-0.19815612,0.12124215,0.006986819000000019,0.99999998,0.99913939,0.21643025943988162
