Time,U_EN,V_EN,W_EN
56.4,127.47,-0.405,15.545
56.425,126.925,-1.055,14.6875
56.45,126.0725,-1.2675,13.96
56.475,125.0075,-1.1975,13.4225
56.5,123.975,-0.7225,13.18
56.525,122.4125,0.5175,12.9325
56.55,121.0475,1.3175,13.9825
56.575,120.245,1.8025,14.05
56.6,120.0925,2.15,13.5975
56.625,120.2225,3.47,13.2825
56.65,120.245,4.3375,13.755
56.675,121.0075,3.9675,14.885
56.7,121.1225,3.025,15.4175
56.725,121.1725,2.265,15.7775
56.75,121.3025,1.3725,15.505
56.775,121.4575,1.5375,15.95
56.8,121.59,1.9275,16.1075
56.825,121.39,2.3875,15.445
56.85,121.69,2.655,15.1725
56.875,122.3475,2.58,15.3275
56.9,123.59,2.0475,15.475
56.925,125.9175,0.885,15.805
56.95,126.7675,-0.51,16.12
56.975,127.9975,-1.1975,17.0925
57,128.4325,-1.625,17.2325
57.025,127.5725,-1.6875,16.335
57.05,127.8175,-0.475,15.225
57.075,128.7025,-0.0125,14.82
57.1,130.4425,1.01,15.005
57.125,130.5925,1.5175,14.9825
57.15,130.215,1.2775,15.055
57.175,127.9625,0.1425,14.8725
57.2,124.58,-1.4325,14.8625
57.225,123.0625,-1.6775,14.865
57.25,122.2225,-0.9625,14.355
57.275,121.1725,0.2675,13.5125
57.3,120.8675,0.995,12.835
57.325,120.9275,1.0475,12.2425
57.35,121.3225,0.66,12.7625
57.375,122.8775,0,15.18
57.4,123.6525,-0.42,15.9975
57.425,123.95,-1.165,16.4075
57.45,123.8525,-2.3675,15.9975
57.475,123.3675,-3.705,15.09
57.5,123.1,-4.4675,14.68
57.525,122.6875,-5.1425,14.8575
57.55,121.94,-5.56,14.9875
57.575,120.6125,-4.7975,13.765
57.6,120.0275,-3.8675,13.665
57.625,119.3,-3.1,13.9375
57.65,119.51,-2.565,13.4975
57.675,119.62,-1.635,13.0825
57.7,120.37,-0.285,12.835
57.725,121.61,0.545,13.015
57.75,122.6375,1.3175,13.415
57.775,123.83,1.425,14.055
57.8,124.68,1.045,14.5
57.825,125.3175,0.5675,14.7775
57.85,124.9225,0.4325,14.49
57.875,124.185,0.5675,14.4175
57.9,123.8575,0.95,14.2425
57.925,123.2225,1.4325,14.24
57.95,123.8825,1.8125,15.52
57.975,124.8175,2.3675,16.4075
58,125.87,2.7925,17
58.025,127.1925,3.295,17.8375
58.05,129.4175,3.7775,18.43
58.075,129.0125,2.665,17.4375
58.1,128.88,2.6925,16.94
58.125,129.2725,2.625,16.7425
58.15,129.9775,3.03,16.55
58.175,130.8775,3.22,16.4125
58.2,131.6775,3.2775,16.53
58.225,132.395,3.08,17.2825
58.25,133.0925,2.4325,18.1075
58.275,133.0325,1.84,18.8375
58.3,133.0425,1.9075,19.395
58.325,132.76,2.7475,19.2775
58.35,132.4675,3.385,18.9825
58.375,132.03,3.8225,18.7975
58.4,131.0175,3.945,18.6125
58.425,129.72,3.245,18.275
58.45,128.66,1.97,17.975
58.475,127.3625,0.4125,17.6325
58.5,126.09,-0.68,17.26
58.525,124.57,-1.47,16.335
58.55,123.09,-1.995,15.2625
58.575,122.495,-1.8675,14.255
58.6,121.605,-0.95,13.62
58.625,121.0775,-0.3525,13.6325
58.65,120.94,0.0875,13.8
58.675,120.8725,0.525,14.0275
58.7,121.2475,0.6125,14.6825
58.725,121.6625,0.6075,15.1475
58.75,122.1025,0.21,15.25
58.775,122.4625,-0.325,14.7825
58.8,122.7775,-0.8075,14.3775
58.825,124.025,-1.385,14.4825
58.85,125.07,-1.005,15.005
58.875,125.935,-0.545,15.7425
58.9,126.775,0.205,16.9225
58.925,126.71,0.3225,17.03
58.95,126.325,0.675,17.1275
58.975,124.8775,0.8475,16.2575
59,122.9675,0.4325,15.4925
59.025,121.6175,0.7725,15.01
59.05,121.0825,1.535,15.5575
59.075,120.265,1.7625,15.4975
59.1,119.12,1.375,14.7375
59.125,118.0175,0.8225,14.115
59.15,117.1625,-0.0375,13.315
59.175,116.47,-0.8025,12.945
59.2,115.925,-1.3575,12.9275
59.225,116.1375,-2.05,13.76
59.25,116.905,-2.23,14.6725
59.275,117.8125,-1.7025,16.0025
59.3,118.8475,0.02,15.46
59.325,119.54,0.8225,15.545
59.35,120.14,1.005,15.1575
59.375,120.595,0.84,15.635
59.4,120.9825,0.6575,16.5825
59.425,121.1025,0.175,17.305
59.45,120.445,-0.005,17.4075
59.475,118.9525,-0.7025,16.3925
59.5,118.0875,-0.3375,15.8325
59.525,117.4,0.58,15.0975
59.55,117.3425,1.62,14.905
59.575,118.4475,1.83,15.27
59.6,119.98,1.6425,15.7675
59.625,121.7725,1.29,16.78
59.65,123.3925,1.04,17.77
59.675,124.3975,0.6,18.5675
59.7,124.6525,0.0625,19.01
59.725,124.3675,-0.125,18.65
59.75,123.1525,0.5475,17.3
59.775,120.8975,1.795,16.365
59.8,118.835,1.95,15.76
59.825,117.5275,1.6375,15.375
59.85,116.525,1.1325,16.785
59.875,115.8175,0.4975,17.3725
59.9,114.53,0.425,17.1575
59.925,113.2875,0.5225,16.365
59.95,112.8625,1.4025,15.585
59.975,113.4525,1.125,15.9925
60,114.2375,0.985,16.53
60.025,114.8075,1.1175,16.925
60.05,115.105,1.5225,16.8025
60.075,115.185,1.715,16.0175
60.1,115.3275,1.995,15.085
60.125,115.245,1.895,13.9125
60.15,115.7025,0.855,13.675
60.175,115.72,-0.155,13.28
60.2,115.965,-1.145,13.21
60.225,116.73,-1.0475,13.625
60.25,117.78,-0.51,14.88
60.275,118.355,-0.77,15.74
60.3,117.9925,-1.7225,16.1
60.325,115.16,-3.245,15.81
60.35,114.005,-4.01,15.915
60.375,112.825,-4.845,15.8175
60.4,111.835,-5.055,15.535
60.425,111.22,-4.435,15.0575
60.45,110.9975,-2.7475,14.0275
60.475,111.2025,-1.5925,13.11
60.5,112.195,-0.6875,12.54
60.525,113.2675,0.6475,12.12
60.55,114.4525,1.945,12.6425
60.575,115.055,2.2975,12.92
60.6,115.74,2.27,13.175
60.625,116.645,1.79,13.3525
60.65,116.305,1.275,13.27
60.675,115.67,1.07,12.9
60.7,115.1125,1.3675,13.0625
60.725,113.75,3.1725,12.765
60.75,113.5375,3.2125,12.89
60.775,114.0425,2.4375,13.3225
60.8,114.7875,1.885,14.065
60.825,116.58,0.8175,15.2175
60.85,117.0025,1.525,14.4325
60.875,117.835,2.1625,14.4525
60.9,118.79,2.29,14.6175
60.925,119.1725,2.06,14.9425
60.95,119.1975,1.61,15.0425
60.975,119.275,0.78,15.1375
61,119.535,-0.35,15.6575
61.025,119.59,-1.1375,16.0225
61.05,119.3775,-1.555,16.265
61.075,118.57,-1.155,15.965
61.1,118.065,-0.4325,15.1575
61.125,117.665,0.2,14.7625
61.15,117.615,0.6625,14.7225
61.175,117.1525,1.31,14.8625
61.2,116.5325,1.265,15.635
61.225,116.24,1.18,15.765
61.25,117.1075,-0.285,15.325
61.275,118.69,-0.015,14.96
61.3,120.4725,-0.15,15.4725
61.325,122.17,-0.3525,16.5275
61.35,122.75,-0.4475,17.165
61.375,122.9075,-0.35,17.4825
61.4,122.99,-0.23,17.51
61.425,123.265,-0.0125,17.81
61.45,123.865,-0.03,18.035
61.475,124.06,0.2125,18.2975
61.5,124.22,0.46,18.4925
61.525,123.37,0.5525,18.57
61.55,122.665,0.41,18.065
61.575,121.295,-0.0375,17.475
61.6,120.295,-0.5675,17.52
61.625,119.7775,-0.8725,17.175
61.65,119.2075,-0.9825,16.9325
61.675,119.1025,-0.815,17.335
61.7,119.8025,-1.5375,17.7325
61.725,119.8525,-1.5825,17.45
61.75,120.455,-1.5375,16.5125
61.775,121.86,-0.3525,16.15
61.8,122.0575,0.34,15.875
61.825,121.7125,0.2525,15.47
61.85,121.495,0.2425,15.0675
61.875,121.2775,0.12,14.745
61.9,120.915,0.805,14.3675
61.925,120.3975,1.435,13.9475
61.95,119.3475,2.05,13.39
61.975,118.35,1.7525,13.3225
62,117.67,1.55,13.48
62.025,117.1525,0.995,13.915
62.05,116.5725,0.31,14.365
62.075,116.22,-0.065,13.83
62.1,115.5075,-0.4375,12.85
62.125,115.595,-1.6375,11.9075
62.15,115.745,-2.28,11.72
62.175,116.15,-2.4775,11.955
62.2,116.62,-2.1625,12.9125
62.225,115.825,-1.54,13.715
62.25,115.2125,0.4675,15.1675
62.275,115.525,1.3225,15.76
62.3,115.425,2.0825,15.98
62.325,115.5825,1.94,16.115
62.35,116.0875,1.4275,15.385
62.375,116.36,0.5125,14.435
62.4,116.33,-0.3475,14.03
62.425,116.3175,-1.2125,13.915
62.45,116.16,-1.7825,14.745
62.475,116.06,-1.8175,15.8025
62.5,115.5275,-1.315,15.945
62.525,114.745,0.0775,15.1975
62.55,114.05,1.325,14.8775
62.575,113.335,1.3975,14.9425
62.6,112.9225,0.7275,15.5075
62.625,113.27,0.1,15.535
62.65,113.79,-0.33,15.9475
62.675,114.53,-0.3975,16.4475
62.7,115.0625,-0.38,16.9
62.725,115.975,0.13,16.625
62.75,116.3,0.7575,15.8
62.775,116.585,0.9075,14.77
62.8,116.0975,1.12,13.6725
62.825,115.55,1.3625,13.445
62.85,114.9325,1.5425,13.875
62.875,114.71,1.7425,13.96
62.9,114.9875,1.6475,14.14
62.925,115.61,1.465,14.015
62.95,116.505,1.35,14.03
62.975,117.295,1.2275,14.63
63,117.365,1.265,14.975
63.025,117.125,1.5325,15.3825
63.05,116.765,1.75,15.99
63.075,116.6075,1.75,16.635
63.1,116.2675,1.71,17.3
63.125,115.9375,2.305,17.5225
63.15,115.975,1.5175,17.88
63.175,116.035,1.775,18.205
63.2,115.8925,2.91,17.7275
63.225,115.8625,3.2425,17.145
63.25,115.97,3.105,16.7125
63.275,115.5875,2.695,16.2075
63.3,115.6525,2.2525,16.1875
63.325,115.4325,2.0775,15.865
63.35,114.87,1.94,15.5825
63.375,114.46,1.8275,15.355
63.4,113.83,1.6925,14.0075
63.425,114.41,1.9775,13.9525
63.45,115.91,2.0475,14.39
63.475,116.24,1.905,14.445
63.5,116.2425,1.9675,14.0925
63.525,116.32,2.5075,14.18
63.55,116.755,3.1925,14.5625
63.575,117.2625,4.5625,14.86
63.6,117.0125,4.94,15.435
63.625,116.33,4.5825,16.215
63.65,115.375,3.9275,16.5325
63.675,113.7475,3.4375,16.46
63.7,113.3075,2.1625,16.4275
63.725,113.1175,1.455,16.3325
63.75,112.51,1.1425,16.4625
63.775,112.655,1.3475,16.5675
63.8,112.33,1.355,16.15
63.825,111.9225,1.1575,16.19
63.85,111.9175,1.025,15.455
63.875,111.805,0.9775,14.465
63.9,111.865,0.805,14.415
63.925,112.23,0.2825,14.4525
63.95,112.3825,0.3475,15.18
63.975,113.845,0.885,15.3025
64,115.62,2.1025,15.6275
64.025,117.465,2.645,17.095
64.05,118.1575,2.1275,17.8025
64.075,118.615,1.705,17.58
64.1,118.515,1.69,16.71
64.125,117.9625,1.6125,15.2875
64.15,117.3475,1.55,14.7975
64.175,116.885,1.53,14.69
64.2,116.36,1.435,14.395
64.225,115.2125,1.12,14.3775
64.25,114.2625,1.4625,13.0125
64.275,113.3125,1.4475,12.3475
64.3,113.41,2.0825,12.7225
64.325,113.77,2.3225,12.92
64.35,114.6275,2.0725,12.625
64.375,115.2625,1.605,12.6875
64.4,116.37,1.05,13.2675
64.425,117.7625,0.615,13.7375
64.45,119.1025,0.45,14.6625
64.475,120.13,0.2175,15.26
64.5,120.4475,-0.2375,15.6075
64.525,119.7425,-1.15,15.7
64.55,116.8875,-1.2675,14.615
64.575,115.7975,-1.1725,14.53
64.6,114.5775,-0.935,14.3525
64.625,114.3475,-1.245,14.73
64.65,113.985,-1.4275,14.995
64.675,113.3075,-1.305,14.905
64.7,112.8825,-0.7825,14.865
64.725,111.2825,0.08,13.7825
64.75,110.9375,0.1325,13.68
64.775,110.5625,-0.0925,13.2275
64.8,110.21,-0.235,13.3775
64.825,110.375,-0.575,13.7
64.85,110.205,-0.765,13.85
64.875,109.965,-0.875,14.205
64.9,109.5075,-0.8525,14.125
64.925,108.9675,-0.755,14.3975
64.95,109.0225,-0.89,14.8725
64.975,109.42,-1.015,14.6975
65,109.9675,-1.0625,14.26
65.025,109.4475,-0.2975,12.8775
65.05,109.8025,0.01,13.12
65.075,110.9475,-0.3375,13.2125
65.1,112.0425,-0.84,13.355
65.125,112.72,-1.105,13.8725
65.15,113.45,-1.5825,14.6625
65.175,113.36,-2.095,14.36
65.2,113.4475,-2.2475,13.3625
65.225,112.94,-1.0425,12.93
65.25,112.02,-0.1025,12.34
65.275,110.8275,0.285,11.8975
65.3,109.3675,0.61,11.62
65.325,107.715,0.835,10.9275
65.35,105.395,0.545,9.6575
65.375,103.295,0.9075,7.8975
65.4,102.3625,1.0975,7.33
65.425,102.6925,1.205,7.1925
65.45,103.11,1.3025,8.06
65.475,104.7025,1.8125,10.135
65.5,105.7675,1.9675,11.9
65.525,105.765,2.2025,12.4425
65.55,106.3275,2.41,13.6675
65.575,107.2875,2.6575,14.31
65.6,107.4375,2.64,14.57
65.625,107.51,2.605,14.3875
65.65,108.3475,2.145,13.5225
65.675,108.7075,0.92,13.36
65.7,109.345,-0.175,13.8725
65.725,109.9875,-0.98,14.4925
65.75,110.33,-1.2375,15.025
65.775,110.4675,-0.9075,14.9975
65.8,110.2975,0.605,15.02
65.825,110.5125,1.695,15.6025
65.85,110.535,2.065,15.8675
65.875,111.05,1.5825,16.0075
65.9,111.515,0.8875,15.8225
65.925,112.34,0.1725,16.02
65.95,113.55,-0.14,15.7925
65.975,114,-0.2475,15.88
66,114.4475,-0.1975,16.04
66.025,115.0075,0.13,16.3375
66.05,115.755,0.34,16.6325
66.075,116.1425,0.33,16.48
66.1,116.84,0.295,16.655
66.125,117.8125,0.3625,16.8925
66.15,117.965,0.895,16.7425
66.175,117.3775,0.6675,16.995
66.2,116.7725,0.4625,17.28
66.225,116.0575,0.635,17.065
66.25,115.1375,1.0425,16.7025
66.275,114.2725,1.88,15.88
66.3,115.37,1.3,16.525
66.325,116.1225,0.6675,17.24
66.35,116.245,0.345,17.51
66.375,116.7375,0.0225,17.335
66.4,117.06,1.0575,16.7925
66.425,117.1525,1.1725,16.865
66.45,117.05,1.0025,16.4525
66.475,116.725,0.6675,16.4425
66.5,116.365,-0.0275,17.2525
66.525,116.04,-0.6225,17.215
66.55,114.6475,-1.315,17.12
66.575,114.2625,-1.4475,16.4175
66.6,114.0175,-0.99,15.23
66.625,114.3175,-0.5075,15.06
66.65,115.25,0.0975,15.26
66.675,116.5675,0.3575,15.45
66.7,117.355,0.315,15.605
66.725,117.745,0.4725,15.645
66.75,117.7625,0.285,15.8325
66.775,117.475,-0.385,15.9225
66.8,117.14,-1.06,16.0425
66.825,116.905,-1.375,16.13
66.85,116.315,-1.5475,15.86
66.875,115.6575,-1.225,15.4525
66.9,115.1625,-0.1375,15.41
66.925,115.0225,0.955,16.27
66.95,115.6275,1.7025,16.8775
66.975,115.9075,2.32,17.3075
67,115.835,2.69,17.0275
67.025,116.0725,2.6225,16.93
67.05,116.3075,2.2425,16.7075
67.075,115.9925,1.9275,16.52
67.1,115.365,1.675,16.415
67.125,114.6525,1.87,15.7975
67.15,113.6675,2.0125,15.155
67.175,112.96,1.9,14.5675
67.2,111.7875,1.3975,13.805
67.225,110.9225,0.62,13.9275
67.25,110.4975,0.1,14.5825
67.275,110.9625,-0.05,15.29
67.3,112.0725,-0.5975,16.2225
67.325,113.02,-1.33,16.7775
67.35,113.105,-2.3075,16.74
67.375,113.24,-2.565,16.52
67.4,113.415,-2.11,15.91
67.425,113.22,-1.5525,15.4925
67.45,113.075,-1.0225,15.415
67.475,113.105,0.0575,15.045
67.5,113.7125,1.6675,15.255
67.525,113.9575,2.07,15.805
67.55,113.7775,1.2475,15.9875
67.575,113.3875,0.615,15.7275
67.6,113.08,0.47,15.7725
67.625,113.255,0.77,16.585
67.65,113.9075,1.675,17.5975
67.675,115.255,1.61,17.82
67.7,115.575,1.7175,18.2975
67.725,115.62,1.7575,18.95
67.75,115.6375,1.6625,19.5725
67.775,115.0775,1.455,19.425
67.8,114.5725,1.3775,18.955
67.825,114.0925,1.1725,18.23
67.85,113.3575,1.0725,17.11
67.875,112.7475,0.9025,16.1975
67.9,111.9575,0.625,15.05
67.925,111.7575,0.22,13.7575
67.95,111.935,0.37,13.51
67.975,111.765,0.4575,13.5425
68,111.59,-0.145,13.825
68.025,111.36,-0.5,14.07
68.05,110.67,-0.28,13.425
68.075,110.0725,-0.105,13.39
68.1,110.145,-0.14,13.5725
68.125,109.795,-0.0225,13.6825
68.15,109.97,0.245,14.03
68.175,108.8625,1.1775,13.8075
68.2,108.2775,1.8775,12.8725
68.225,107.93,2.7625,12.135
68.25,108.705,3.0575,13.1075
68.275,109.82,3.37,14.3775
68.3,111.7875,3.3675,16.095
68.325,113.22,3.0375,16.8325
68.35,113.7625,2.6275,17.4225
68.375,113.7125,2.5275,17.215
68.4,113.33,2.4975,16.7725
68.425,113.385,2.2225,15.9275
68.45,112.65,2.275,15.725
68.475,111.6,2.38,15.2125
68.5,110.6625,2.475,15.2825
68.525,109.61,2.325,15.2875
68.55,109.4025,2.325,15.4675
68.575,108.965,2.6425,15.175
68.6,108.3875,3.02,14.9075
68.625,109.54,2.405,14.7225
68.65,110.95,1.4625,14.43
68.675,111.2575,1.2025,14.2
68.7,111.1175,1.03,14.09
68.725,111.03,1.205,14.6275
68.75,110.3875,1.245,14.49
68.775,109.745,1.16,14.2925
68.8,109.115,0.77,13.875
68.825,109.0275,0.0125,13.8925
68.85,108.045,-0.95,13.395
68.875,108.04,-1.105,13.7375
68.9,107.925,-0.5425,13.9425
68.925,107.4775,0.5475,14.0675
68.95,107.3175,1.705,13.94
68.975,106.565,2.6775,13.3
69,106.2,3.0375,13.435
69.025,106.3525,3.13,13.3675
69.05,106.26,2.785,13.0425
69.075,106.6525,1.56,12.9325
69.1,108.185,-1.2475,12.7625
69.125,109.6125,-1.0525,12.8875
69.15,110.545,-0.785,13.255
69.175,111.225,-0.3675,13.945
69.2,111.7025,-0.15,14.535
69.225,111.255,0.06,14.2525
69.25,110.7525,0.1775,14.16
69.275,110.1575,0.1175,13.96
69.3,109.53,0.1025,14.0275
69.325,109.59,0.19,14.6775
69.35,109.9075,0.7675,14.39
69.375,110.505,1.28,14.22
69.4,111.18,1.4175,14.27
69.425,111.6125,1.4175,14.4675
69.45,112.1275,1.38,14.7525
69.475,112.8025,1.3575,14.8925
69.5,112.925,1.5675,14.6775
69.525,112.4925,1.4525,14.2375
69.55,111.465,1.105,13.93
69.575,110.54,0.8025,14.0575
69.6,110.8825,0.695,15.1975
69.625,111.5775,1,16.035
69.65,111.8075,1.3025,16.4775
69.675,111.2475,1.62,16.3
69.7,110.375,1.755,16.22
69.725,109.9425,1.4525,15.9575
69.75,109.5475,0.8575,14.9675
69.775,109.65,1.125,14.2025
69.8,110.3825,1.455,13.475
69.825,111.0975,1.7575,12.7925
69.85,111.0875,2.0475,12.795
69.875,111.405,1.9925,13.1675
69.9,111.445,1.945,13.045
69.925,111.9425,1.65,13.335
69.95,113.1675,1.17,13.715
69.975,115.2175,0.41,14.42
70,116.625,-0.7725,14.8925
70.025,115.7425,-0.2575,14.7625
70.05,115.1575,0.3525,15.1625
70.075,114.6475,1.3675,15.9
70.1,113.78,2.15,16.6175
70.125,113.5575,1.91,16.47
70.15,113.61,1.9825,16.4525
70.175,113.725,2.1425,16.6875
70.2,113.76,2.1025,16.43
70.225,112.555,1.7175,15.3075
70.25,111.92,1.8275,14.895
70.275,111.7975,1.4925,15.2625
70.3,111.6925,0.4875,15.6025
70.325,112.1225,-0.35,16.3475
70.35,112.85,-0.625,17.17
70.375,113.21,-0.21,17.5125
70.4,113.3725,0.7625,18.335
70.425,113.0875,1.7525,18.4525
70.45,112.08,2.3025,18.3625
70.475,110.2175,1.5275,17.53
70.5,109.265,1.6875,16.1425
70.525,108.0575,1.915,15.7425
70.55,107.12,1.9325,15.395
70.575,107.295,2.6475,15.2925
70.6,106.7,3.4825,15.12
70.625,106.705,3.8025,15.1725
70.65,107.08,3.6475,15.205
70.675,106.88,3.3325,14.6075
70.7,106.925,3.1825,15.4275
70.725,107.535,3.0275,15.71
70.75,108.52,2.6475,15.7425
70.775,109.065,2.57,15.5075
70.8,109.495,2.215,15.7925
70.825,110.17,1.8025,15.525
70.85,109.7925,1.5075,15.4025
70.875,109.72,0.9425,15.655
70.9,109.0825,0.3125,15.5975
70.925,108.4075,0.055,15.4375
70.95,108.15,-0.715,15.73
70.975,107.395,0.0425,15.5825
71,106.4475,0.77,15.0375
71.025,105.195,1.215,13.8725
71.05,104.55,1.225,13.54
71.075,104.02,0.9725,12.8075
71.1,103.25,1.1725,12.2025
71.125,102.45,1.6,12.1375
71.15,102.1325,2.485,11.9325
71.175,102.1025,3.845,11.9725
71.2,102.6,3.6275,12.015
71.225,102.87,2.72,11.8
71.25,103.0075,1.725,11.1775
71.275,103.275,0.975,11.0775
71.3,103.9325,0.0375,11.2625
71.325,104.8425,-0.77,11.6375
71.35,105.8325,-1.6125,12.7325
71.375,106.85,-2.085,13.8
71.4,108.4875,-2.4775,14.82
71.425,108.28,-1.8625,14.6675
71.45,108.2025,-1.48,15.1425
71.475,108.2475,-0.9675,15.1175
71.5,108.4375,-0.62,15.6025
71.525,108.58,-0.305,15.905
71.55,108.6825,0.3075,16.125
71.575,108.63,1.0425,15.84
71.6,108.46,1.4975,15.095
71.625,107.63,1.97,14.6
71.65,106.94,2.405,15.1675
71.675,105.9825,2.3775,14.7775
71.7,104.6975,2.4075,14.07
71.725,103.85,2.4025,13.44
71.75,103.4925,2.04,12.7
71.775,103.51,1.6275,12.67
71.8,104.36,1.32,13.1075
71.825,105.1175,1.2575,13.235
71.85,105.2775,1.1525,13.6725
71.875,104.9525,1.5025,14
71.9,104.8925,1.6175,13.8725
71.925,104.8075,1.3125,13.4675
71.95,104.765,0.1175,12.6
71.975,104.62,-0.2725,12.65
72,104.375,-0.0725,12.5575
72.025,103.595,0.2675,12.6825
72.05,103.0375,0.4475,12.995
72.075,102.415,0.48,13.1625
72.1,102.0125,0.3575,13.315
72.125,101.1025,0.1825,12.9925
72.15,100.6875,-0.1575,12.655
72.175,100.1025,-0.4225,12.86
72.2,99.8675,-0.31,13.56
72.225,99.47,-0.005,14.3075
72.25,99.2275,0.6525,14.305
72.275,98.43,2.2775,13.89
72.3,97.5075,3.63,13.285
72.325,97.2825,3.52,12.02
72.35,97.28,2.325,11.1975
72.375,97.64,2.5225,11.1975
72.4,98.42,2.615,11.7225
72.425,99.5175,2.315,12.1825
72.45,100.15,1.565,12.3775
72.475,100.4175,0.7425,12.4475
72.5,100.1975,0.07,12.355
72.525,99.7,-0.5725,11.5675
72.55,98.9975,-0.4375,10.9925
72.575,98.4475,-0.22,10.7925
72.6,98.135,-0.07,10.6725
72.625,98.025,0.0675,11.835
72.65,98.0575,0.2775,12.3825
72.675,98.6325,0.785,12.9675
72.7,98.7075,1.635,12.98
72.725,99.205,2.965,13.405
72.75,100.46,2.925,12.7125
72.775,101.065,2.3425,12.105
72.8,101.31,1.7075,11.4275
72.825,101.7125,1.7325,10.895
72.85,102.4225,2.0675,9.875
72.875,103.27,2.4325,9.305
72.9,104.05,2.6275,9.6725
72.925,105.0625,2.6325,10.3325
72.95,105.87,2.61,10.895
72.975,106.3525,2.6225,11.75
73,106.64,2.6675,12.17
73.025,106.64,2.7675,12.6025
73.05,106.3525,2.7325,12.66
73.075,106.385,2.225,12.6825
73.1,106.795,1.8725,12.9975
73.125,106.7675,1.525,13.45
73.15,106.915,1.3675,13.5875
73.175,107.4375,1.7925,13.8575
73.2,108.4975,2.18,14.7075
73.225,110.69,2.1725,16.5325
73.25,111.385,1.39,17.21
73.275,111.3625,0.54,17.0325
73.3,111.095,0.5975,17.14
73.325,110.5925,0.735,16.33
73.35,109.2875,1.31,15.4225
73.375,108.89,1.4,15.4025
73.4,108.7525,1.9875,15.1875
73.425,109.02,2.485,15.4875
73.45,109.8375,3.1825,15.3025
73.475,110.1375,3.9725,14.69
73.5,110.3725,4.53,14.14
73.525,110.83,5.065,14.06
73.55,109.8175,4.8,13.3825
73.575,108.6625,4.115,13.1575
73.6,107.8925,3.56,13.205
73.625,107.1025,3.2725,12.9675
73.65,105.7675,3.44,13.0975
73.675,104.6975,3.4175,12.995
73.7,104.2525,3.0675,12.455
73.725,103.1625,2.3625,12.25
73.75,102.55,1.37,12.55
73.775,101.2425,0.6925,11.6425
73.8,100.9325,0.1125,12.185
73.825,100.935,-0.255,12.5825
73.85,100.6125,-0.4425,12.5625
73.875,100.4625,-0.6825,12.9175
73.9,100.78,-0.9025,13.0375
73.925,101.1925,-0.3925,13.0575
73.95,102.355,0.9525,13.3175
73.975,104.985,2.8275,13.9175
74,105.9,3.45,13.9975
74.025,107.015,3.735,14.145
74.05,107.53,3.9175,14.1125
74.075,108.1425,4.4275,14.315
74.1,108.4725,3.915,14.0675
74.125,108.1225,3.15,13.42
74.15,107.7675,3.06,13.5525
74.175,107.535,3.0825,13.4525
74.2,106.7425,2.9575,12.8125
74.225,105.21,2.5625,12.7325
74.25,104.5775,1.985,12.39
74.275,104.16,1.3625,11.9825
74.3,103.675,0.905,11.5675
74.325,102.7075,0.6775,11.4
74.35,102.285,0.3375,11.545
74.375,101.8575,0.095,11.815
74.4,101.37,-0.1875,11.81
74.425,101.05,-0.46,12.7875
74.45,101.705,-0.555,13.6325
74.475,102.1675,-0.635,13.9575
74.5,102.7575,-0.99,14.3275
74.525,103.315,-0.5875,14.75
74.55,102.825,-0.0675,14.395
74.575,102.84,0.1575,14.35
74.6,103.5625,0.58,14.4025
74.625,104.4625,1.2575,14.345
74.65,105.54,1.825,14.2275
74.675,107.0925,2.7575,13.3625
74.7,107.2575,3.07,12.695
74.725,107.3425,2.8775,12.9375
74.75,107.8675,2.2775,13.6975
74.775,107.8825,1.8775,14.16
74.8,107.33,1.7225,15.075
74.825,106.585,1.6375,16.0125
74.85,106.05,1.18,16.9175
74.875,104.725,0.965,17.045
74.9,103.385,1.04,17.1625
74.925,101.6175,1.395,17.0675
74.95,100.31,2.115,16.2175
74.975,99.145,2.4725,14.8925
75,97.8575,2.7,13.88
75.025,97.1025,2.8475,13.1225
75.05,96.655,2.73,12.69
75.075,95.8075,2.3725,12.085
75.1,95.5175,1.9425,11.6725
75.125,94.94,1.7625,11.055
75.15,95.4075,1.4675,11.145
75.175,95.6725,1.2475,11.4
75.2,95.92,0.7975,11.52
75.225,96.14,-0.0775,11.5
75.25,96.16,-1.045,11.085
75.275,95.96,-1.275,10.855
75.3,95.3325,-0.39,11.26
75.325,94.875,1.44,10.915
75.35,94.41,2.1675,10.1325
75.375,93.64,1.6725,10.2025
75.4,94.4325,1.38,10.56
75.425,94.9525,1.24,10.505
75.45,95.2,1.56,10.4925
75.475,95.6,1.9325,10.765
75.5,96.1575,2.6425,11.455
75.525,96.63,3.0325,12.0625
75.55,97.095,2.92,12.125
75.575,97.405,2.375,12.12
75.6,97.3475,1.1725,11.595
75.625,96.5825,-0.5825,11.3475
75.65,95.8575,-0.945,10.5475
75.675,95.6175,-0.5175,10.35
75.7,96.255,0.9,10.2225
75.725,96.6925,2.2225,9.9425
75.75,97.3,3.665,11.4475
75.775,98.2525,4.5375,13.1625
75.8,99.14,4.9075,14.6125
75.825,99.2675,5.395,14.885
75.85,99.56,5.1275,14.4175
75.875,99.1875,4.255,14.045
75.9,99.175,2.8225,13.6125
75.925,99.0125,1.8325,12.87
75.95,98.725,1.3375,12.2175
75.975,98.66,1.32,12.655
76,98.48,1.685,12.425
76.025,97.61,2.085,11.6925
76.05,96.8925,2.1025,11.88
76.075,96.585,1.49,12.4975
