Time,U_EN,V_EN,W_EN
36.7,127.76,1.8725,11.275
36.725,127.5475,3.45,10.2625
36.75,128.12,4.495,9.0875
36.775,130.25,3.85,9.4075
36.8,133.675,2.5,10.71
36.825,136.345,1.5875,12.1775
36.85,138.91,0.735,13.7175
36.875,141.1175,0.7975,15.2725
36.9,142.25,1.83,16.035
36.925,142.6125,3.0975,16.4
36.95,141.85,4.325,16.4575
36.975,139.92,4.92,15.775
37,138.925,4.83,15.1075
37.025,137.6825,4.6275,14.705
37.05,136.3775,4.26,15.005
37.075,134.8625,4,14.685
37.1,133.31,3.2825,14.45
37.125,133.395,2.9325,14.72
37.15,133.315,1.845,15.18
37.175,133.69,0.8925,15.3625
37.2,133.58,0.045,14.955
37.225,133.65,-0.5925,14.56
37.25,133.9,-0.1125,14.0175
37.275,134.1025,0.415,13.5625
37.3,135.21,0.8325,13.825
37.325,135.87,1.0525,13.775
37.35,136.5925,1.0375,14.12
37.375,138.285,1.275,14.975
37.4,139.9025,1.505,15.4425
37.425,140.93,1.9525,15.5475
37.45,141.305,1.1625,15.37
37.475,139.8125,1.1725,14.755
37.5,136.855,1.2025,13.0525
37.525,133.5675,0.89,11.635
37.55,131.565,0.67,10.8975
37.575,130.5475,0.4725,11.235
37.6,130.2025,0.17,12.045
37.625,130.0675,0.16,12.52
37.65,130.575,0.5725,13.4775
37.675,132.6825,1.8075,14.4025
37.7,134.805,2.7525,15.24
37.725,136.67,2.775,15.6975
37.75,137.8675,2.2425,15.7825
37.775,138.3775,1.055,15.79
37.8,138.4325,-0.4025,15.44
37.825,138.66,-1.84,15.19
37.85,138.96,-2.8375,14.7325
37.875,139.515,-3.205,14.5675
37.9,140.665,-2.3425,14.7075
37.925,141.2225,-1.0325,15.02
37.95,141.79,-0.4425,15.565
37.975,143.8825,-0.1325,16.6725
38,144.2875,0.0875,17.0575
38.025,144.105,0.3025,16.8325
38.05,143.0925,0.5025,15.9575
38.075,141.9925,0.5475,15.0275
38.1,141.47,0.7675,14.9375
38.125,140.8825,0.7975,14.72
38.15,139.4775,1.0475,15.045
38.175,138.4175,2.2075,16.0475
38.2,139.23,0.5925,18.68
38.225,139.3425,-0.065,19.43
38.25,139.495,-0.475,19.7375
38.275,139.25,-1.1025,19.42
38.3,139.0425,-1.5725,18.4325
38.325,139.0325,-1.4,17.1175
38.35,139.4375,-1.3725,15.6125
38.375,140.08,-1.925,14.565
38.4,141.32,-1.3125,14.5125
38.425,142.42,-0.9925,15.0975
38.45,143.4025,-0.685,15.9225
38.475,143.2125,-0.4075,16.575
38.5,142.3675,0.4475,16.215
38.525,142.0925,0.61,16.1075
38.55,142.1725,0.3975,16.2675
38.575,143.41,0.2825,16.6375
38.6,143.7,0.6,16.13
38.625,145.8325,1.42,17.4675
38.65,147.8325,1.28,18.5575
38.675,149.5775,1.24,19.1325
38.7,150.815,1.8075,19.1
38.725,151.515,2.6125,18.9
38.75,151.4325,2.5575,18.53
38.775,151.705,2.485,18.5775
38.8,151.68,2.7525,18.945
38.825,151.13,2.1875,19.045
38.85,150.3,1.98,18.9075
38.875,149.3925,1.23,18.6075
38.9,147.7725,0.9125,17.3525
38.925,146.4025,0.845,16.6
38.95,145.25,0.8675,16.0375
38.975,143.9675,0.905,15.7925
39,142.21,0.7825,15.745
39.025,140.71,0.815,15.9225
39.05,139.12,0.6625,15.5525
39.075,138.2925,0.04,14.545
39.1,137.74,-0.8775,13.7375
39.125,137.285,-1.305,13.92
39.15,136.9125,-1.9175,14.135
39.175,136.31,-2.5125,13.715
39.2,135.6425,-2.7275,13.73
39.225,135.26,-1.86,13.575
39.25,134.9875,-0.975,13.38
39.275,135.6375,0.51,12.0975
39.3,136.4775,1.3625,11.8275
39.325,136.6,0.92,12.3825
39.35,136.665,0.7225,12.47
39.375,137.02,1.07,12.7
39.4,137.5025,1.15,12.9425
39.425,137.83,1.295,13.0975
39.45,138.165,1.6575,13.435
39.475,138.2925,2.0375,13.3975
39.5,139.7,3.3725,13.915
39.525,139.13,4.03,13.1975
39.55,139.15,4.3425,13.07
39.575,139.95,2.8725,14.845
39.6,139.8625,1.78,15.56
39.625,139.95,0.52,16.7725
39.65,140.0325,-0.475,17.78
39.675,140.5925,-1.14,18.235
39.7,141.5825,-1.1175,19.3475
39.725,141.8325,-0.875,19.675
39.75,141.5825,0,19.31
39.775,142.1475,1.81,18.3525
39.8,142.34,2.665,16.845
39.825,142.3325,3.245,16.0125
39.85,142.1825,3.6175,15.69
39.875,141.7425,3.855,15.285
39.9,140.905,3.805,14.7025
39.925,139.8025,3.8875,14.0425
39.95,138.8,4.27,13.4975
39.975,138.4525,4.015,13.675
40,137.9425,2.9325,14.2625
40.025,137.865,1.68,15.2025
40.05,138.43,0.0975,15.545
40.075,139.635,0.5925,14.1925
40.1,141.4625,0.34,13.92
40.125,142.7525,-0.18,14.0425
40.15,142.2275,-0.67,13.7875
40.175,140.0175,-1.4075,13.7725
40.2,137.2875,-2.2675,14.215
40.225,135.235,-3.12,15.4
40.25,134.065,-2.8675,15.65
40.275,132.5775,-1.535,15.0375
40.3,132.8325,0.0175,14.3
40.325,134.4975,0.715,14.755
40.35,135.4025,1.18,14.8425
40.375,135.895,1.9775,14.9075
40.4,136.3525,3.0975,14.6875
40.425,135.9775,2.785,14.3175
40.45,135.6725,1.965,14.7325
40.475,135.8975,0.7375,15.7075
40.5,137.415,-0.87,16.47
40.525,137.7175,0.5375,16.7375
40.55,138.32,2.7325,17.3425
40.575,138.4575,4.0675,17.9275
40.6,137.865,4.74,18.6875
40.625,137.4325,4.2275,19.0775
40.65,137.375,3.5125,18.84
40.675,136.8075,2.97,18.9575
40.7,135.8125,3.015,19.28
40.725,133.01,3.0675,18.3525
40.75,131.0425,2.7075,16.9175
40.775,129.145,2.4325,14.585
40.8,127.5225,1.9525,12.395
40.825,126.9825,1.3625,11.2675
40.85,127.4075,0.475,11.0725
40.875,129.715,-0.3375,11.0275
40.9,133.025,0.075,13.4025
40.925,133.8875,0.4625,15.0075
40.95,133.5425,1.5025,15.1025
40.975,132.4775,2.5175,14.405
41,131.6375,2.885,13.72
41.025,130.505,3.065,12.7675
41.05,128.9125,2.6725,11.935
41.075,127.665,1.9075,11.6525
41.1,126.9475,0.8125,11.43
41.125,126.285,0.205,11.165
41.15,126.815,-0.3975,11.015
41.175,128.64,-0.0825,11.7175
41.2,130.745,0.38,12.46
41.225,130.9325,0.08,12.6775
41.25,130.6625,0.0725,12.8775
41.275,129.7025,-0.625,13.3575
41.3,130.4975,-0.455,14.0825
41.325,131.8,-0.52,14.3425
41.35,132.7175,-0.045,14.2925
41.375,133.3475,-0.11,14.525
41.4,132.715,-1.0725,15.085
41.425,133.1525,-0.97,16.225
41.45,133.8525,0.0425,17.7475
41.475,133.7875,0.695,17.9175
41.5,133.39,1.345,17.435
41.525,133.3875,1.485,17.035
41.55,135.07,1.215,16.7675
41.575,137.33,0.4975,17.3325
41.6,139.5975,0.535,17.945
41.625,139.7575,1.085,17.79
41.65,139.62,1.2,17.58
41.675,139.22,1.1525,16.79
41.7,138.56,0.4325,15.9125
41.725,138.1225,-0.4425,15.6225
41.75,139.4375,-1.7675,16.315
41.775,140.6675,-2.0475,17.905
41.8,140.5,-1.6625,17.72
41.825,139.495,-0.5575,16.39
41.85,138.265,0.54,15.03
41.875,137.6675,0.6225,14.33
41.9,138.2525,0.2125,13.9
41.925,138.675,-0.395,13.93
41.95,139.0175,-0.955,14.6625
41.975,139.2975,-1.1875,14.8325
42,139.52,0.34,14.9975
42.025,139.0225,1.73,14.4375
42.05,138.3525,2.0925,14.2825
42.075,137.64,1.6825,14.51
42.1,137.7875,0.695,15.5425
42.125,137.8325,-0.485,16.5275
42.15,137.45,-1.3525,17.5325
42.175,137.58,-1.47,18.4725
42.2,137.22,-0.6975,18.2575
42.225,136.1125,0.8425,17.9125
42.25,135.7425,1.88,16.56
42.275,135.055,2.035,15.685
42.3,134.0675,1.9,14.685
42.325,133.37,1.23,14.06
42.35,132.5075,0.385,13.7
42.375,131.805,-0.67,13.7
42.4,132.1775,-1.625,13.98
42.425,133.305,-2.2875,13.85
42.45,135.44,-2.805,13.9075
42.475,137.6725,-2.4775,14.45
42.5,139.0825,-1.01,15.4325
42.525,140.255,0.0225,16.9975
42.55,140.895,-0.075,18.1175
42.575,140.615,-0.9225,18.1675
42.6,139.9,-2.3775,17.4625
42.625,139.715,-3.695,16.6425
42.65,139.26,-2.92,13.9775
42.675,139.36,-2.0525,13.3775
42.7,138.9675,-1.475,13.4025
42.725,137.4975,-1.4375,13.1775
42.75,137.245,-0.59,13.5625
42.775,136.93,0.97,13.67
42.8,136.4725,1.98,13.6875
42.825,136.21,2.3725,13.8725
42.85,135.555,2.74,14.1375
42.875,134.755,3.105,14.555
42.9,133.195,2.9125,15.44
42.925,132.2475,2.4125,15.8925
42.95,131.1425,1.87,15.9025
42.975,130.72,2.0225,15.595
43,130.9175,2.08,15.7625
43.025,131.49,2.345,16.605
43.05,132.1775,3.0475,17.34
43.075,132.825,3.405,17.54
43.1,133.5475,2.66,17.205
43.125,134.37,1.13,15.93
43.15,138.32,0.8575,16.5575
43.175,140.46,1.25,17.3025
43.2,141.2525,0.3775,17.38
43.225,140.96,-0.7475,17
43.25,140.4125,-1.88,16.805
43.275,140.3875,-3.14,16.1375
43.3,140.2175,-4.0825,15.515
43.325,139.9925,-5.16,15.65
43.35,139.8725,-5.095,16.4625
43.375,140.045,-2.765,17.735
43.4,139.0325,-1.095,18.11
43.425,138,0.49,17.8825
43.45,136.145,2.13,16.9725
43.475,134.045,3.0975,16.0875
43.5,131.965,3.555,15.16
43.525,130.5675,4.125,14.28
43.55,130.355,4.7325,14.235
43.575,130.3125,4.39,14.435
43.6,130.3175,3.8875,14.33
43.625,130.9375,3.19,14.01
43.65,132.3975,3.1725,13.6
43.675,134.09,3.425,13.5175
43.7,134.7475,4.025,13.8
43.725,134.62,4.0875,14.2525
43.75,134.21,3.24,14.6575
43.775,133.5775,1.7375,15.655
43.8,133.0725,0.1375,16.525
43.825,132.73,-1.62,17.07
43.85,133.225,-1.9275,17.3025
43.875,134.2875,-2.88,17.2175
43.9,135.5125,-4,17.15
43.925,136.805,-4.61,16.35
43.95,138.125,-4.895,15.845
43.975,140.4425,-4.97,15.3975
44,142.6725,-4.5125,15.49
44.025,144.5875,-3.555,17.43
44.05,144.805,-3.24,18.3675
44.075,144.785,-2.6475,19.1225
44.1,145.75,-3.095,19.83
44.125,148.0875,-3.67,18.85
44.15,149.4175,-3.47,19.1725
44.175,150.0625,-2.65,19.46
44.2,150.115,-1.045,19.49
44.225,149.435,0.875,19.1275
44.25,147.765,2.9175,17.6425
44.275,146.08,2.56,16.9175
44.3,144.8125,2.12,17.135
44.325,143.8275,1.4725,17.48
44.35,142.775,1.23,16.8475
44.375,141.6475,1.81,15.175
44.4,141.39,2.215,14.6775
44.425,142.21,2.3575,15.0725
44.45,143.1675,2.6025,15.625
44.475,143.795,1.8875,15.48
44.5,144.685,1.4875,16.215
44.525,144.775,2.8475,16.7625
44.55,144.13,4.095,16.4725
44.575,142.9125,0.2625,16.7225
44.6,139.26,1.055,14.2775
44.625,135.7775,2.48,12.305
44.65,133.2575,3.5925,10.8275
44.675,131.525,3.73,10.6875
44.7,131.1075,3.22,11.1975
44.725,131.52,2.02,11.87
44.75,132.5875,1.09,12.8575
44.775,133.8,0.6025,13.4575
44.8,135.1375,0.5825,13.9425
44.825,136.2125,0.47,14.225
44.85,137.2075,0.5075,14.19
44.875,137.705,0.32,13.91
44.9,137.8775,0.5725,14
44.925,138.2525,0.59,14.1675
44.95,138.73,1.7825,13.995
44.975,138.395,3.6025,13.755
45,138.035,3.7325,13.9825
45.025,137.7825,2.925,13.9225
45.05,137.0925,1.41,14.02
45.075,136.5525,-0.465,14.0025
45.1,137.0075,-1.685,13.37
45.125,137.8175,-1.8375,12.3175
45.15,138.125,-1.325,11.5275
45.175,138.9275,-0.6625,11.4925
45.2,139.19,-0.095,11.9225
45.225,139.3225,0.8725,13.185
45.25,139.5225,1.23,14.16
45.275,139.905,1.415,14.69
45.3,140.09,1.305,14.9
45.325,140.325,0.8675,14.4375
45.35,140.855,0.3125,14.135
45.375,141.8175,-0.56,13.8325
45.4,144.1875,-2.2725,14.5575
45.425,145.33,-2.93,16.28
45.45,145.93,-2.6125,17.0475
45.475,145.885,-2.215,17.565
45.5,145.025,-2.2125,17.3775
45.525,144.82,-2.7225,17.2525
45.55,145.805,-3.11,17.0425
45.575,148.27,-3.3025,17.0425
45.6,149.55,-3.6125,17.7375
45.625,150.975,-3.5925,19.145
45.65,150.975,-3.4625,19.63
45.675,149.5,-2.7525,18.9875
45.7,148.035,-1.6775,18
45.725,146.725,-0.405,17.1075
45.75,145.4025,0.44,16.15
45.775,144.53,0.4275,15.265
45.8,144.5875,-0.26,15.1675
45.825,143.8025,-0.045,14.9525
45.85,143.1125,-0.04,14.975
45.875,143.095,-0.48,16.195
45.9,142.985,0.01,16.525
45.925,142.0525,0.825,16.31
45.95,141.5575,1.0275,16.2125
45.975,141.1825,0.8025,15.8075
46,139.97,0.535,14.715
46.025,137.5725,-0.21,14.3525
46.05,135.59,-0.985,14.2775
46.075,134.1925,-1.8375,14.1325
46.1,133.915,-1.5125,14.135
46.125,134.6775,-0.0025,14.535
46.15,135.325,2.3625,14.165
46.175,136.0825,3.49,14.2025
46.2,136.495,3.76,14.5
46.225,136.3675,3.27,14.775
46.25,137.3325,2.44,14.87
46.275,138.685,2.27,14.835
46.3,140.86,1.5725,15.6525
46.325,142.82,1.03,16.985
46.35,145.1775,0.635,18.195
46.375,145.74,1.4475,18.435
46.4,145.1175,3.075,18.845
46.425,142.585,3.4975,18.66
46.45,140.2,4.15,18.5575
46.475,138.13,4.05,18.295
46.5,137.1125,4.2875,17.895
46.525,136.535,4.945,17.8025
46.55,136.3225,5.3975,17.535
46.575,136.175,5.79,16.9025
46.6,135.81,5.555,16.5
46.625,135.4475,5.2675,16.49
46.65,134.8325,4.77,16.2225
46.675,134.25,4.1375,16.2425
46.7,133.17,3.3425,15.45
46.725,131.865,3.1525,14.05
46.75,129.53,2.76,11.79
46.775,127.315,2.145,10.14
46.8,126.6425,1.0725,9.8025
46.825,126.6475,2.445,9.975
46.85,126.5525,2.4775,10.405
46.875,127.1425,1.94,11.16
46.9,128.485,0.805,12.82
46.925,127.945,0.1875,12.7175
46.95,128.3075,0.3125,12.4875
46.975,129.47,0.96,12.4425
47,130.8,1.595,12.505
47.025,132.105,1.925,12.9275
47.05,133.4775,2.27,13.7425
47.075,134.7375,2.695,14.4225
47.1,134.7425,3.39,15.0225
47.125,134.285,2.8075,15.7275
47.15,134.5825,2.6325,15.815
47.175,135.0125,2.765,15.4975
47.2,135.025,2.8275,15.6575
47.225,134.2725,2.245,15.6075
47.25,133.1925,2.3625,15.1325
47.275,131.58,1.915,14.2125
47.3,129.415,1.4325,12.6675
47.325,128.635,1.115,11.6725
47.35,128.32,0.785,11.2275
47.375,128.4375,0.0325,10.75
47.4,129.1175,-0.185,11.4325
47.425,130.0825,0.17,12.4025
47.45,131.1175,0.3425,13.805
47.475,131.94,-0.265,15.2825
47.5,132.425,-1.1,16.125
47.525,132.685,-1.215,16.145
47.55,131.05,0.09,15.1825
47.575,131.06,-0.01,14.415
47.6,132.6775,-0.6075,14.9275
47.625,133.9525,-1.3,15.17
47.65,135.185,-2.14,15.095
47.675,135.88,-2.8,14.87
47.7,137.335,-3.395,15.24
47.725,137.4625,-2.135,13.85
47.75,137.0225,-0.7825,13.25
47.775,136.66,0.085,13.22
47.8,136.89,1.0425,13.665
47.825,136.6575,1.855,13.7775
47.85,135.845,2.1475,13.5
47.875,133.095,2.78,12.575
47.9,131.34,2.3075,11.4025
47.925,128.6,1.28,10.1275
47.95,126.685,-0.175,9.7625
47.975,126.2075,-2,9.4625
48,125.815,-2.9975,8.4325
48.025,124.6975,-3.1125,8.5925
48.05,124.3,-2.59,9.9275
48.075,124.265,-1.7025,11.3525
48.1,124.335,-0.7975,12.555
48.125,124.49,0.3,13.5225
48.15,125.3,1.115,13.72
48.175,127.2,2.3475,12.9725
48.2,128.5675,2.365,11.86
48.225,129.3375,1.5275,11.5
48.25,130.505,0.52,11.58
48.275,131.9225,0.0825,12.555
48.3,133.1775,-0.4225,13.7675
48.325,134.325,-1.295,15.3675
48.35,134.9975,-2.1125,16.405
48.375,135.2925,-2.7725,16.665
48.4,135.315,-2.9725,16.5575
48.425,136.275,-2.92,16.5775
48.45,136.075,-1.46,16.7025
48.475,135.81,-0.6975,16.5225
48.5,135.2275,-0.515,15.8725
48.525,133.945,0.24,15.1975
48.55,133.42,0.5625,14.8675
48.575,133.3925,0.68,15.025
48.6,133.765,0.4325,15.1775
48.625,133.75,0.025,14.9325
48.65,133.1075,-1.3075,14.8
48.675,132.82,-1.8825,14.3875
48.7,132.8275,-2.2625,14.2375
48.725,132.9175,-1.6275,14.8725
48.75,133.66,-0.9725,15.625
48.775,133.7275,0.2475,16.4075
48.8,134.3325,0.66,16.1425
48.825,134.5675,0.5675,16.08
48.85,135.1925,-1.0375,15.46
48.875,134.6125,-2.345,14.275
48.9,133.4475,-2.4975,13.3925
48.925,132.5725,-1.7775,13.13
48.95,132.3,-0.9375,12.87
48.975,132.8275,0.0675,13.145
49,133.86,0.5575,13.8275
49.025,135.8975,0.5825,14.78
49.05,137.2975,0.615,15.1625
49.075,139.385,0.815,15.99
49.1,141.19,1.3075,16.7525
49.125,143.65,2.5925,18.0925
49.15,143.8525,3.36,18.3425
49.175,144.2725,3.5975,18.26
49.2,144.765,3.4325,18.51
49.225,145.765,2.95,19.025
49.25,147.03,2.0925,19.1875
49.275,148.9325,1.805,19.6125
49.3,150.465,1.515,19.6875
49.325,150.7675,1.4925,19.4275
49.35,150.3775,2.27,19.11
49.375,149.7325,2.8125,19.405
49.4,148.745,3.4375,19.785
49.425,147.2575,4.08,19.6575
49.45,145.8125,4.3375,18.8625
49.475,143.7175,4.04,17.435
49.5,141.7875,3.1475,15.5275
49.525,139.8275,2.7725,14.02
49.55,137.34,2.5225,12.575
49.575,135.33,1.8,12.15
49.6,133.3675,0.91,12.1575
49.625,132.4125,0.99,11.8425
49.65,131.7675,1.6925,11.2575
49.675,130.7275,2.4575,11.175
49.7,130.4625,2.14,11.9675
49.725,131.295,1.64,12.7175
49.75,132.3875,0.48,13.455
49.775,133.3125,-1.0775,14.0875
49.8,134.6825,-2.9625,14.7825
49.825,136.825,-4.615,15.9475
49.85,137.125,-5.39,16.11
49.875,137.4975,-5.495,16.15
49.9,137.71,-5.11,15.655
49.925,138.015,-4.39,15.155
49.95,139.015,-2.94,15.495
49.975,140.0525,-2.045,16.1975
50,141.235,-1.0175,16.8775
50.025,142.185,-0.325,17.54
50.05,142.245,-0.05,18.0775
50.075,140.7775,0.13,17.9925
50.1,139.8325,-0.0275,17.955
50.125,140.9275,-0.985,18.6
50.15,142.5375,-2.8275,19.0725
50.175,143.5875,-3.7925,19.3825
50.2,143.8475,-3.555,19.34
50.225,142.815,-1.735,18.37
50.25,141.8925,-1.27,17.2925
50.275,141.5325,-0.9875,17.2225
50.3,141.36,-0.05,16.775
50.325,141.3875,0.3975,16.4225
50.35,140.87,1.1375,16.175
50.375,140.0275,1.4675,16.02
50.4,138.965,1.415,16.3175
50.425,137.9875,1.235,16.6925
50.45,136.99,1.015,16.79
50.475,136.585,1.0175,16.4325
50.5,135.93,1.4425,16.175
50.525,134.55,0.535,15.875
50.55,135.58,0.0325,16.57
50.575,137.1575,-0.6525,17.9175
50.6,137.4225,-1.155,18.4625
50.625,136.8925,-0.845,18.8475
50.65,136.205,-0.445,18.435
50.675,135.6725,0.1,17.7175
50.7,135.4975,1.2575,16.975
50.725,135.625,1.8725,16.62
50.75,135.095,1.2625,15.8075
50.775,134.7275,-0.0425,14.5625
50.8,134.195,-1.79,13.5
50.825,134.05,-2.98,13.2725
50.85,133.8075,-2.89,13.8575
50.875,133.975,-2.0525,14.7
50.9,133.8475,-0.5125,15.34
50.925,133.5975,1.125,15.3125
50.95,132.4875,0.885,14.05
50.975,131.6425,0.615,14.4525
51,131.4575,0.5175,14.5075
51.025,130.6825,0.4025,13.5125
51.05,131.62,1.1425,14.3475
51.075,132.5575,1.37,15.065
51.1,134.4575,0.805,15.965
51.125,135.96,0.1375,16.085
51.15,137.315,-0.0225,16.305
51.175,138.78,-0.1625,16.69
51.2,141.5175,0.045,16.9025
51.225,143.78,0.39,17.3575
51.25,144.3375,1.02,18.1
51.275,144.26,1.15,19.4
51.3,143.87,1.265,20.55
51.325,142.6175,1.97,20.8225
51.35,139.7875,2.135,19.77
51.375,136.11,1.7075,18.8625
51.4,134.08,1.2775,18.0475
51.425,132.29,0.715,17.23
51.45,131.33,0.505,16.4125
51.475,131.2975,0.8075,15.61
51.5,131.83,1.3075,14.695
51.525,132.63,1.4075,14.19
51.55,133.3825,1.1675,14.07
51.575,135.36,0.77,14.1175
51.6,137.245,0.4325,14.41
51.625,138.615,0.1575,15.13
51.65,139.4225,-0.34,16.0275
51.675,139.42,-0.625,16.0975
51.7,138.9575,-0.755,16.2325
51.725,138.6975,-0.895,16.7125
51.75,138.4275,-0.505,16.9875
51.775,138.385,-0.15,17.2625
51.8,138.085,0.7175,17.1575
51.825,138.32,1.5825,17.32
51.85,139.17,1.4675,17.775
51.875,140.5275,1.4775,17.83
51.9,141.5175,1.28,17.9825
51.925,142.4075,1.7675,18.195
51.95,141.465,3.53,17.86
51.975,140.68,3.4075,17.805
52,140.535,3.095,17.805
52.025,140.7075,2.2175,18.0075
52.05,141.3475,1.16,19.11
52.075,141.4375,-0.31,19.9475
52.1,141.5175,-1.065,20.8975
52.125,140.8975,-0.2475,20.065
52.15,140.4975,0.15,18.7975
52.175,140.5525,0.4375,18.14
52.2,140.5375,0.72,17.205
52.225,140.775,0.76,16.325
52.25,140.47,0.605,15.615
52.275,139.7075,0.6475,15.5525
52.3,138.74,1.015,15.1525
52.325,136.465,1.52,14.7375
52.35,135.3275,1.63,15.2625
52.375,134.6775,1.795,16.025
52.4,133.02,1.805,16.835
52.425,132.1925,1.9925,16.56
52.45,130.5775,1.5725,15.55
52.475,129.3475,1.1275,14.59
52.5,128.4375,0.845,13.5975
52.525,127.4,1.005,12.685
52.55,126.44,0.9875,12.35
52.575,126.4725,1.11,12.235
52.6,126.6725,0.7075,12.7525
52.625,126.3725,0.2825,13.175
52.65,125.8525,-0.1575,13.31
52.675,125.0275,-0.37,13.555
52.7,124.68,0.1675,14.7325
52.725,124.28,0.51,15.7125
52.75,123.9925,0.6675,14.5175
52.775,124.6075,0.705,14.7525
52.8,126.2825,0.625,15.6325
52.825,127.12,0.37,15.615
52.85,128.185,0.1325,15.58
52.875,129.0275,-0.57,15.35
52.9,130.615,-2.3025,15.49
52.925,132.085,-2.51,15.6425
52.95,132.255,-2.1075,16.385
52.975,132.055,-1.6275,16.7
53,131.3775,-1.0125,16.465
53.025,131.205,1.005,16.485
53.05,130.665,3.1475,15.92
53.075,129.4925,3.855,15.3575
53.1,128.9975,3.6775,15.2175
53.125,128.195,2.9125,15.2275
53.15,127.4825,2.03,15.4725
53.175,126.0525,1.3375,14.82
53.2,125.725,0.4275,13.9475
53.225,125.975,0.5725,13.2975
53.25,127.1775,0.7475,13.525
53.275,128.6625,0.93,14.395
53.3,130.7475,0.9725,15.435
53.325,132.43,1.005,16.125
53.35,134.3,1.35,16.6
53.375,135.64,-0.325,16.6125
53.4,136.17,-1.5275,17.11
53.425,135.325,-3.1375,17.7825
53.45,133.7675,-4.8,17.8975
53.475,131.9075,-5.33,17.5875
53.5,129.42,-4.36,15.9675
53.525,126.2425,-2.9425,13.6375
53.55,125.3175,-1.7675,12.81
53.575,125.9125,-0.925,13.235
53.6,128.0175,-0.0725,15.03
53.625,130.445,0.155,16.085
53.65,132.2775,-0.7975,15.28
53.675,133.46,-0.9975,16.0125
53.7,134.075,-1.4025,16.39
53.725,133.71,-1.71,16.6125
53.75,132.4125,-1.4975,16.71
53.775,131.0875,-0.9175,16.92
53.8,129.7725,0.1325,16.925
53.825,128.3975,2.375,16.605
53.85,128.505,3.5725,15.61
53.875,128.885,4.1575,16.1725
53.9,129.3075,3.8325,17.065
53.925,129.83,3.195,18.135
53.95,130.2825,1.535,18.93
53.975,129.525,0.6225,17.4025
54,128.815,0.9975,15.04
54.025,128.835,1.745,14.1525
54.05,128.995,1.615,14.1575
54.075,129.165,1.1025,12.9775
54.1,130.08,1.4475,11.7875
54.125,131.26,2.01,12.2275
54.15,132.4175,1.8575,13.295
54.175,132.8,1.0925,14.44
54.2,133.1975,1.05,15.8
54.225,133.3625,1.0225,16.5475
54.25,133.905,0.215,16.985
54.275,135.465,-0.13,17.16
54.3,136.76,-1.6825,17.4775
54.325,137.27,-2.6625,17.12
54.35,137.4525,-2.665,16.5575
54.375,138.075,-2.085,16.4225
54.4,138.3775,-1.1475,16.035
54.425,138.4125,-0.14,16.325
54.45,138.46,1.1375,16.6025
54.475,137.8225,2.0175,17.08
54.5,137.4,2.635,18.1775
54.525,137.115,2.4825,18.7225
54.55,136.8475,3.15,18.625
54.575,136.06,3.4525,18.47
54.6,135.1775,3.3975,18.125
54.625,133.505,3.585,17.525
54.65,132.0575,4.155,17.475
54.675,130.9875,4.6,17.53
54.7,130.0775,4.2625,17.035
54.725,128.7225,3.3875,16.22
54.75,126.3925,1.64,14.5175
54.775,125.83,0.385,12.985
54.8,126.465,-0.7675,13.3775
54.825,127.855,-1.735,14.4125
54.85,129.88,-1.9475,15.635
54.875,131.415,-1.02,16.3025
54.9,132.71,-0.6725,17.205
54.925,133.66,0.105,17.66
54.95,133.0125,0.59,17.56
54.975,132.18,1.0025,17.3825
55,130.51,1.6525,16.5925
55.025,129.13,1.9,15.7125
55.05,127.99,2.245,14.925
55.075,126.91,2.3925,14.0075
55.1,125.65,1.9225,13.7775
55.125,124.5775,1.3875,13.495
55.15,123.67,0.7175,13.4025
55.175,123.0925,-0.065,13.185
55.2,122.465,-0.62,13.2825
55.225,121.6475,0.2175,13.2475
55.25,121.6525,1.11,14.0925
55.275,121.585,2.1375,14.68
55.3,121.81,2.8,15.4875
55.325,121.99,2.935,15.7975
55.35,122.2775,2.45,15.6675
55.375,122.91,2.2075,15.245
55.4,124.04,1.8675,14.9125
55.425,126.1325,0.61,15.93
55.45,127.385,-0.475,16.4775
55.475,128.28,-1.9675,16.455
55.5,128.7625,-3.05,15.905
55.525,129.1475,-3.54,15.445
55.55,129.8475,-3.4725,15.095
55.575,130.245,-2.8,14.66
55.6,131.4,-2.285,15.4475
55.625,132.0875,-0.475,15.8425
55.65,133.1575,0.44,16.82
55.675,134.3475,1.145,17.685
55.7,135.7925,1.755,18.485
55.725,136.26,2.39,18.55
55.75,137.1725,2.16,18.185
55.775,137.8175,1.4025,17.3625
55.8,137.9925,0.5775,16.765
55.825,136.655,-0.845,16.13
55.85,134.5025,-1.225,15.185
55.875,132.39,-1.0625,14.805
55.9,130.5825,-0.71,14.7925
55.925,129.2075,-0.28,14.5475
55.95,127.5375,0.175,13.98
55.975,126.1325,0.375,13.2925
56,124.6125,0.3375,12.9575
56.025,123.73,0.225,13.1825
56.05,124.1975,-0.2975,13.6925
56.075,123.9925,-0.3,14.0925
56.1,123.515,-0.5,14.185
56.125,122.4,-0.7075,13.89
56.15,121.6325,-0.615,13.7225
56.175,120.9825,-0.135,13.0525
56.2,120.7175,0.5475,12.17
56.225,121.395,1.1275,12.3975
56.25,122.285,1.135,13.105
56.275,123.3175,1.2025,13.24
56.3,123.94,1.52,13.4725
56.325,125.05,1.5275,14.1825
56.35,126.265,0.6,15.28
56.375,127.3,0.1375,15.825
