0,2871; 0,0679
0,2879; 1,1728
1,0513; 9018,9518
1,3303; 9958,7151
1,6456; 9456,6461
2,0908; 9688,4066
2,6597; 9460,0015
3,3445; 9178,9991
4,2246; 7940,2052
5,2876; 7100,0614
6,7207; 5497,5022
8,3317; 3867,7014
10,5031; 2098,9495
12,6343; 940,3365
14,3129; 425,5790
16,0392; 200,5777
17,9742; 97,6279
20,3626; 45,2613
22,9447; 22,7275
26,4255; 11,8158
32,1370; 5,3996
39,3020; 2,8388
49,7271; 1,5933
62,3918; 0,9591
78,7732; 0,6257
98,5495; 0,4537
122,6724; 0,3242
